borrower_id,borrower_name,state,sector,branch_id,loan_officer_id,disbursal_date,loan_amount,interest_rate,tenure_months,monthly_income,emi_amount,emi_to_income_ratio,credit_score,bounce_count_6m,dpd_current,gst_filing,collateral_type,prior_defaults,risk_category,loan_status,default
BRW_02586,Robert Bera,Karnataka,Auto Parts,BR_12,LO_027,2022-07-15,750000,11.57,12,135289,66485,0.491,658,0,30,Irregular,Property,1,Amber,Stressed,0
BRW_02587,Shivansh Sanghvi,Tamil Nadu,Retail Trade,BR_04,LO_039,2022-10-20,750000,14.57,24,185149,36211,0.196,769,2,120,Irregular,Unsecured,0,Red,NPA,1
BRW_02588,Udant Ramesh,Delhi,Auto Parts,BR_14,LO_028,2023-01-01,500000,17.4,60,117684,12534,0.107,665,0,0,Regular,Property,1,Amber,Active,0
BRW_02589,Chaaya Chakrabarti,Uttar Pradesh,Auto Parts,BR_10,LO_033,2024-06-01,2000000,14.93,24,372890,96906,0.26,808,3,0,Regular,Property,2,Red,Defaulted,1
BRW_02590,Ekani Goyal,West Bengal,Chemicals,BR_17,LO_002,2024-03-10,3000000,13.68,24,488405,143585,0.294,594,0,90,Regular,Machinery,1,Critical,NPA,1
BRW_02591,Krishna Dasgupta,Punjab,Auto Parts,BR_18,LO_015,2022-02-18,3000000,17.6,36,569678,107856,0.189,585,6,120,Regular,Property,0,Critical,NPA,0
BRW_02592,Warinder Ray,Gujarat,Auto Parts,BR_07,LO_039,2024-06-05,10000000,12.59,18,2349560,612564,0.261,580,1,60,Regular,Machinery,2,Critical,Stressed,0
BRW_02593,Guneet Chakrabarti,Karnataka,Chemicals,BR_13,LO_007,2023-11-03,1500000,12.95,24,293394,71277,0.243,599,6,0,Irregular,Property,1,Critical,Active,0
BRW_02594,Rachit Korpal,West Bengal,Food & Beverage,BR_13,LO_020,2022-12-06,500000,16.31,18,75582,31501,0.417,812,0,45,Regular,Property,0,Red,Stressed,0
BRW_02595,Manthan Seth,Delhi,Textile,BR_02,LO_013,2022-10-07,3000000,13.97,18,856380,185703,0.217,743,0,60,Regular,Gold,0,Red,Stressed,0
BRW_02596,Hritik Krishnamurthy,Delhi,Electronics,BR_08,LO_032,2022-05-08,2000000,16.49,12,446992,181925,0.407,709,1,30,Regular,Gold,0,Green,Stressed,0
BRW_02597,Hema Bhavsar,Madhya Pradesh,Agri Processing,BR_20,LO_029,2024-03-29,3000000,12.6,48,294816,79888,0.271,649,5,0,Irregular,Property,2,Critical,Active,0
BRW_02598,Kiaan Chanda,Maharashtra,Construction,BR_11,LO_004,2023-01-12,1000000,13.27,48,179445,26961,0.15,581,5,0,Regular,Inventory,2,Critical,Defaulted,1
BRW_02599,Logan Ganesh,Haryana,Agri Processing,BR_02,LO_019,2023-03-24,750000,12.6,60,239194,16911,0.071,710,3,15,Regular,Inventory,2,Red,Active,0
BRW_02600,Devansh Varma,Uttar Pradesh,Agri Processing,BR_12,LO_010,2023-02-14,3000000,18.17,36,851741,108713,0.128,586,5,90,Irregular,Inventory,0,Critical,NPA,0
BRW_02601,Brijesh Sahni,West Bengal,Retail Trade,BR_05,LO_036,2024-02-01,500000,14.34,36,83638,17171,0.205,663,1,45,Regular,Machinery,0,Red,Stressed,0
BRW_02602,Umang Mangat,Haryana,Textile,BR_16,LO_012,2023-03-27,5000000,13.86,48,1666547,136281,0.082,771,0,75,Regular,Property,2,Critical,Stressed,1
BRW_02603,Upkaar Sehgal,Tamil Nadu,Retail Trade,BR_01,LO_022,2023-01-31,5000000,11.6,60,503413,110214,0.219,748,1,45,Regular,Inventory,1,Critical,Stressed,0
BRW_02604,Omya Narain,Tamil Nadu,Textile,BR_12,LO_027,2022-12-14,5000000,12.57,48,1697666,133072,0.078,633,3,120,Non-Filer,Machinery,0,Critical,NPA,0
BRW_02605,Finn Banerjee,Haryana,Chemicals,BR_05,LO_035,2022-07-11,500000,14.45,60,73170,11751,0.161,620,4,60,Regular,Property,2,Critical,Stressed,1
BRW_02606,Sathvik Karnik,Haryana,Chemicals,BR_01,LO_040,2023-05-24,1500000,11.98,60,123683,33351,0.27,694,0,60,Regular,Machinery,0,Red,Stressed,0
BRW_02607,Barkha Dua,Madhya Pradesh,Electronics,BR_03,LO_017,2023-12-10,5000000,15.08,60,985640,119159,0.121,712,1,0,Non-Filer,Gold,0,Amber,Active,0
BRW_02608,Aarav Kohli,West Bengal,Textile,BR_04,LO_006,2023-05-25,10000000,14.69,60,1769220,236275,0.134,796,1,15,Regular,Machinery,0,Amber,Active,0
BRW_02609,Omaja Shan,Tamil Nadu,Auto Parts,BR_09,LO_014,2023-01-12,2000000,16.87,12,451108,182286,0.404,681,5,0,Irregular,Property,0,Red,Defaulted,1
BRW_02610,Ira Parmar,Delhi,Food & Beverage,BR_17,LO_033,2024-03-27,750000,16.12,12,221346,68090,0.308,661,0,0,Regular,Gold,2,Amber,Defaulted,1
BRW_02611,Onveer Narasimhan,West Bengal,Electronics,BR_12,LO_028,2023-06-16,5000000,14.62,48,1537281,138192,0.09,642,2,15,Regular,Unsecured,0,Amber,Active,0
BRW_02612,Wyatt Talwar,Haryana,Electronics,BR_19,LO_038,2022-10-01,500000,13.07,60,94166,11394,0.121,580,6,0,Irregular,Machinery,1,Critical,Defaulted,1
BRW_02613,Jai Dhillon,Madhya Pradesh,Auto Parts,BR_03,LO_007,2024-03-31,5000000,16.59,24,980291,246227,0.251,604,1,60,Non-Filer,Machinery,2,Critical,Stressed,1
BRW_02614,Kevin Sandal,Tamil Nadu,Food & Beverage,BR_20,LO_011,2022-03-26,3000000,16.46,60,360023,73689,0.205,788,0,90,Regular,Inventory,1,Critical,NPA,0
BRW_02615,Lohit Munshi,Telangana,Retail Trade,BR_10,LO_033,2024-01-15,5000000,12.57,24,464189,236700,0.51,753,0,15,Irregular,Property,1,Red,Active,0
BRW_02616,Jatin Johal,Madhya Pradesh,Food & Beverage,BR_20,LO_003,2023-03-11,1000000,17.9,12,253128,91632,0.362,722,1,0,Irregular,Inventory,0,Amber,Active,0
BRW_02617,Sneha Sengupta,Haryana,Retail Trade,BR_08,LO_022,2022-03-22,1000000,11.95,60,97398,22219,0.228,776,1,90,Regular,Gold,0,Red,NPA,0
BRW_02618,Yashasvi Nagar,West Bengal,Chemicals,BR_03,LO_013,2023-03-17,5000000,11.89,18,1390670,304654,0.219,724,3,0,Irregular,Machinery,0,Red,Active,0
BRW_02619,Yahvi Sane,Tamil Nadu,Agri Processing,BR_11,LO_029,2023-09-09,750000,12.81,48,169165,20049,0.119,728,0,0,Regular,Property,0,Amber,Active,0
BRW_02620,Aashi Ben,Maharashtra,Chemicals,BR_15,LO_006,2024-04-22,500000,17.87,60,66808,12661,0.19,760,2,0,Regular,Property,0,Amber,Active,0
BRW_02621,Thomas Nagar,West Bengal,Chemicals,BR_20,LO_039,2022-07-04,10000000,15.14,36,2256711,347339,0.154,634,5,15,Regular,Inventory,0,Critical,Active,0
BRW_02622,Nilima Prakash,Punjab,Agri Processing,BR_12,LO_028,2023-07-13,10000000,17.02,24,1294093,494518,0.382,794,0,30,Irregular,Property,0,Amber,Stressed,0
BRW_02623,Kai Dutt,Karnataka,Food & Beverage,BR_03,LO_015,2022-10-28,5000000,13.09,60,992295,113995,0.115,686,1,0,Regular,Machinery,2,Red,Defaulted,1
BRW_02624,Edhitha Gour,Haryana,Electronics,BR_07,LO_024,2022-11-25,5000000,14.93,18,1479406,311759,0.211,717,6,75,Irregular,Machinery,0,Critical,Stressed,0
BRW_02625,Ranveer Dutta,Rajasthan,Food & Beverage,BR_01,LO_026,2022-04-16,1000000,14.01,24,204718,48017,0.235,788,6,0,Regular,Property,2,Critical,Defaulted,1
BRW_02626,Yatan Sethi,Uttar Pradesh,Retail Trade,BR_10,LO_001,2022-03-23,750000,17.29,18,90111,47600,0.528,764,1,15,Regular,Machinery,0,Amber,Defaulted,1
BRW_02627,Praneel Virk,Punjab,Auto Parts,BR_17,LO_026,2022-12-02,5000000,11.66,48,1377168,130836,0.095,644,1,0,Irregular,Machinery,0,Amber,Defaulted,1
BRW_02628,Arunima Arya,West Bengal,Retail Trade,BR_06,LO_031,2023-11-08,10000000,13.21,48,1304274,269318,0.206,616,4,15,Irregular,Inventory,1,Critical,Defaulted,1
BRW_02629,Falan Bali,Karnataka,Auto Parts,BR_19,LO_023,2022-10-30,500000,12.57,48,139704,13307,0.095,691,2,0,Regular,Property,0,Amber,Active,0
BRW_02630,Hredhaan Choudhry,Haryana,Chemicals,BR_12,LO_032,2022-11-10,1500000,17.51,12,314137,137170,0.437,586,3,90,Regular,Property,0,Critical,NPA,0
BRW_02631,Jyoti Sridhar,Rajasthan,Agri Processing,BR_02,LO_001,2023-04-02,3000000,14.77,18,607530,186829,0.308,655,5,30,Non-Filer,Gold,0,Critical,Stressed,1
BRW_02632,Qushi Jha,Haryana,Chemicals,BR_12,LO_018,2023-09-10,5000000,14.33,60,1549437,117198,0.076,619,0,0,Regular,Inventory,0,Amber,Defaulted,1
BRW_02633,Vedant Sehgal,Rajasthan,Textile,BR_19,LO_017,2024-01-05,5000000,14.65,36,1356614,172470,0.127,757,0,0,Irregular,Gold,0,Amber,Active,0
BRW_02634,Abeer Mohanty,Madhya Pradesh,Food & Beverage,BR_09,LO_028,2023-03-13,750000,18.3,36,66664,27227,0.408,580,0,0,Irregular,Property,0,Amber,Active,0
BRW_02635,Ekbal Kant,Tamil Nadu,Auto Parts,BR_06,LO_001,2022-06-20,1500000,17.45,48,239950,43632,0.182,727,4,15,Irregular,Property,2,Red,Active,0
BRW_02636,Warinder Gulati,Gujarat,Retail Trade,BR_17,LO_036,2023-12-08,2000000,16.44,36,630297,70749,0.112,687,5,75,Non-Filer,Machinery,0,Critical,Stressed,1
BRW_02637,Upadhriti Kothari,Rajasthan,Agri Processing,BR_02,LO_005,2023-03-31,500000,13.53,24,42474,23895,0.563,738,6,90,Irregular,Gold,2,Critical,NPA,1
BRW_02638,Lopa Ramaswamy,Karnataka,Auto Parts,BR_07,LO_005,2022-12-26,500000,12.66,18,113609,30644,0.27,647,1,0,Regular,Unsecured,0,Amber,Active,0
BRW_02639,Hemang Koshy,Maharashtra,Retail Trade,BR_06,LO_002,2023-04-03,1000000,17.95,18,276512,63781,0.231,797,4,0,Regular,Gold,0,Red,Active,0
BRW_02640,Samesh Kar,Gujarat,Food & Beverage,BR_14,LO_011,2022-02-13,1000000,14.46,18,247901,62130,0.251,591,3,120,Regular,Property,2,Critical,NPA,1
BRW_02641,Bhavna Jani,Telangana,Chemicals,BR_17,LO_035,2024-01-15,7500000,13.45,24,2140077,358150,0.167,729,5,0,Regular,Gold,0,Red,Active,0
BRW_02642,Ekaja Sachdeva,Tamil Nadu,Food & Beverage,BR_18,LO_030,2024-06-09,10000000,14.8,60,2759367,236850,0.086,708,1,30,Non-Filer,Unsecured,0,Amber,Stressed,0
BRW_02643,Udarsh Deo,Maharashtra,Construction,BR_06,LO_032,2022-12-28,500000,17.92,12,133424,45820,0.343,705,6,0,Regular,Property,0,Critical,Defaulted,1
BRW_02644,Maya Varughese,Gujarat,Textile,BR_12,LO_008,2023-09-22,750000,14.21,24,226361,36084,0.159,580,0,30,Irregular,Machinery,0,Red,Stressed,0
BRW_02645,Peter Chana,Tamil Nadu,Construction,BR_06,LO_002,2023-03-22,750000,15.44,18,190752,46944,0.246,710,5,90,Irregular,Machinery,0,Critical,NPA,1
BRW_02646,Manya Bera,Gujarat,Agri Processing,BR_14,LO_036,2022-10-09,1500000,17.12,18,282979,95080,0.336,696,4,45,Irregular,Property,0,Critical,Stressed,1
BRW_02647,Qushi Kapur,Rajasthan,Auto Parts,BR_13,LO_039,2023-10-17,750000,14.49,18,155561,46608,0.3,783,3,30,Regular,Machinery,0,Amber,Stressed,0
BRW_02648,Ira Sharma,Rajasthan,Agri Processing,BR_09,LO_025,2024-03-21,5000000,13.13,60,1367578,114098,0.083,728,0,0,Irregular,Unsecured,1,Red,Active,0
BRW_02649,Aadhya Raghavan,Delhi,Chemicals,BR_18,LO_019,2022-02-28,10000000,18.46,36,3166026,363835,0.115,592,0,90,Regular,Gold,0,Critical,NPA,0
BRW_02650,Aarav Memon,Madhya Pradesh,Retail Trade,BR_10,LO_007,2022-03-18,5000000,18.2,12,767495,458876,0.598,768,5,0,Irregular,Unsecured,1,Critical,Defaulted,1
BRW_02651,Zaitra Gala,Gujarat,Food & Beverage,BR_10,LO_040,2023-11-19,3000000,17.4,24,517082,148904,0.288,720,1,0,Regular,Machinery,0,Amber,Active,0
BRW_02652,Upkaar Swaminathan,Maharashtra,Construction,BR_14,LO_014,2023-10-15,500000,16.32,18,165649,31503,0.19,684,0,120,Non-Filer,Machinery,2,Critical,NPA,1
BRW_02653,Christopher Saraf,Tamil Nadu,Electronics,BR_09,LO_004,2023-02-20,10000000,13.56,48,2361981,271062,0.115,789,5,30,Regular,Inventory,1,Red,Stressed,0
BRW_02654,Bishakha Karan,Rajasthan,Construction,BR_09,LO_033,2023-01-08,2000000,17.89,12,256639,183255,0.714,740,0,120,Regular,Machinery,2,Critical,NPA,1
BRW_02655,Eesha Sarma,Delhi,Chemicals,BR_09,LO_037,2023-06-10,2000000,13.43,48,518395,54082,0.104,713,4,0,Regular,Property,2,Critical,Defaulted,1
BRW_02656,Diya Cherian,Karnataka,Construction,BR_03,LO_030,2024-03-31,3000000,17.11,12,1042517,273770,0.263,604,1,90,Irregular,Inventory,0,Critical,NPA,0
BRW_02657,Anusha Bal,Uttar Pradesh,Chemicals,BR_09,LO_020,2024-02-07,10000000,17.93,18,3023324,637724,0.211,730,2,45,Irregular,Property,0,Critical,Stressed,0
BRW_02658,Tripti Luthra,Gujarat,Electronics,BR_13,LO_014,2023-11-27,7500000,15.72,12,2110125,679488,0.322,667,0,0,Regular,Property,0,Green,Active,0
BRW_02659,Ishita Parmar,Rajasthan,Agri Processing,BR_10,LO_027,2022-06-13,7500000,17.12,12,1021294,684462,0.67,680,0,30,Regular,Property,1,Red,Stressed,0
BRW_02660,Umang Johal,Haryana,Food & Beverage,BR_03,LO_013,2022-02-01,7500000,17.04,18,2374183,475118,0.2,605,3,0,Regular,Unsecured,0,Red,Active,0
BRW_02661,Ekaja Kuruvilla,Karnataka,Auto Parts,BR_20,LO_007,2022-05-27,500000,12.85,60,110981,11338,0.102,711,0,0,Regular,Property,1,Amber,Active,0
BRW_02662,Ekaja Singhal,Haryana,Retail Trade,BR_04,LO_018,2024-05-19,500000,16.18,48,160054,14216,0.089,681,1,45,Regular,Machinery,0,Red,Stressed,0
BRW_02663,Brinda Ramachandran,Rajasthan,Auto Parts,BR_14,LO_038,2023-09-15,7500000,12.15,60,1267901,167402,0.132,742,5,0,Regular,Unsecured,0,Red,Defaulted,1
BRW_02664,David Behl,Delhi,Agri Processing,BR_13,LO_039,2023-11-26,2000000,15.05,48,193507,55712,0.288,782,1,15,Irregular,Machinery,0,Amber,Active,0
BRW_02665,Arya Devan,Delhi,Retail Trade,BR_20,LO_009,2024-03-11,10000000,12.64,36,2085135,335208,0.161,679,0,75,Regular,Property,1,Critical,Stressed,1
BRW_02666,Nisha Karan,Punjab,Construction,BR_07,LO_023,2023-03-25,750000,14.41,48,114642,20649,0.18,604,2,60,Non-Filer,Machinery,0,Critical,Stressed,1
BRW_02667,Bahadurjit Lad,Karnataka,Electronics,BR_07,LO_031,2022-02-05,10000000,17.33,48,2731119,290260,0.106,727,3,75,Regular,Property,0,Red,Stressed,1
BRW_02668,Oscar Kibe,Karnataka,Electronics,BR_06,LO_002,2022-05-10,7500000,18.41,12,2538140,689064,0.271,580,6,60,Irregular,Property,2,Critical,Stressed,1
BRW_02669,Osha Pathak,Madhya Pradesh,Textile,BR_08,LO_040,2022-03-10,10000000,13.73,36,2665630,340466,0.128,673,6,0,Irregular,Gold,1,Critical,Defaulted,1
BRW_02670,Parth Shah,Gujarat,Agri Processing,BR_06,LO_038,2022-08-30,1500000,15.22,18,479208,93732,0.196,647,4,0,Regular,Property,2,Critical,Defaulted,1
BRW_02671,Edhitha Sethi,Delhi,Agri Processing,BR_04,LO_039,2024-03-08,500000,15.08,18,101158,31211,0.309,602,0,15,Regular,Inventory,0,Amber,Defaulted,1
BRW_02672,Vincent Rajagopal,Punjab,Food & Beverage,BR_05,LO_005,2023-10-23,500000,18.18,24,144171,25005,0.173,806,1,120,Regular,Machinery,0,Red,NPA,1
BRW_02673,Raghav Mohan,West Bengal,Auto Parts,BR_18,LO_023,2023-01-11,2000000,14.85,36,615243,69183,0.112,685,6,60,Regular,Property,0,Critical,Stressed,0
BRW_02674,Hemani Vyas,Karnataka,Agri Processing,BR_02,LO_032,2023-01-06,750000,16.39,12,203952,68186,0.334,729,1,15,Regular,Machinery,0,Amber,Defaulted,1
BRW_02675,Aadhya Dhar,Telangana,Agri Processing,BR_14,LO_039,2023-01-28,7500000,17.95,24,1628249,374249,0.23,674,0,0,Regular,Property,0,Amber,Active,0
BRW_02676,Eshana Gola,Karnataka,Construction,BR_14,LO_016,2023-08-04,2000000,14.11,24,497967,96129,0.193,641,3,120,Regular,Property,1,Critical,NPA,1
BRW_02677,Yatin Tak,Karnataka,Construction,BR_05,LO_011,2022-02-03,2000000,17.81,18,538273,127430,0.237,708,1,90,Regular,Machinery,0,Critical,NPA,0
BRW_02678,Ojasvi Kakar,Rajasthan,Retail Trade,BR_11,LO_014,2023-09-12,750000,17.92,48,111249,21999,0.198,766,1,0,Regular,Property,1,Red,Active,0
BRW_02679,Gautam Baral,Karnataka,Chemicals,BR_20,LO_003,2022-06-07,5000000,18.01,12,1492932,458423,0.307,647,4,30,Regular,Inventory,2,Critical,Stressed,0
BRW_02680,Chakradhar Dyal,Madhya Pradesh,Chemicals,BR_03,LO_008,2023-11-27,7500000,13.39,36,2524407,254115,0.101,726,2,75,Regular,Property,2,Critical,Stressed,1
BRW_02681,Samarth Thakkar,Rajasthan,Textile,BR_16,LO_015,2023-04-06,500000,14.3,24,102807,24077,0.234,609,2,0,Irregular,Machinery,1,Critical,Defaulted,1
BRW_02682,Bhavini Krish,Madhya Pradesh,Chemicals,BR_20,LO_009,2023-01-15,750000,17.59,12,201966,68613,0.34,708,5,120,Irregular,Inventory,2,Critical,NPA,0
BRW_02683,Jason Dube,Karnataka,Food & Beverage,BR_08,LO_016,2023-01-16,1500000,14.01,18,418495,92879,0.222,627,1,60,Non-Filer,Machinery,2,Critical,Stressed,1
BRW_02684,Chameli Kala,Maharashtra,Textile,BR_20,LO_026,2023-03-31,2000000,15.7,24,517613,97639,0.189,598,5,0,Regular,Unsecured,0,Critical,Defaulted,1
BRW_02685,Ekansh Hari,Punjab,Retail Trade,BR_15,LO_032,2024-02-21,750000,12.33,24,170790,35420,0.207,706,0,45,Regular,Inventory,1,Critical,Stressed,1
BRW_02686,Mitesh Dhawan,Gujarat,Construction,BR_14,LO_018,2022-03-20,500000,11.89,60,159022,11094,0.07,759,5,0,Regular,Unsecured,1,Critical,Active,0
BRW_02687,Libni Sinha,Karnataka,Chemicals,BR_14,LO_008,2023-08-11,10000000,14.38,18,2012102,620933,0.309,792,0,75,Regular,Property,0,Red,Stressed,0
BRW_02688,Radha Reddy,West Bengal,Auto Parts,BR_08,LO_039,2022-05-21,500000,15.55,60,48248,12039,0.25,729,3,60,Irregular,Unsecured,0,Critical,Stressed,1
BRW_02689,Isaiah Chokshi,Madhya Pradesh,Construction,BR_01,LO_032,2023-06-27,1500000,14.25,18,462045,93048,0.201,629,2,0,Regular,Inventory,0,Red,Defaulted,1
BRW_02690,Azad Divan,Tamil Nadu,Electronics,BR_16,LO_010,2023-01-11,750000,15.54,18,196481,46979,0.239,773,3,0,Irregular,Inventory,0,Amber,Active,0
BRW_02691,Kritika Oza,Rajasthan,Food & Beverage,BR_12,LO_012,2023-02-12,1500000,15.11,60,463949,35771,0.077,713,5,75,Irregular,Unsecured,0,Critical,Stressed,1
BRW_02692,Damini Sahni,Uttar Pradesh,Construction,BR_14,LO_012,2022-11-18,7500000,16.3,12,880558,681546,0.774,771,6,30,Non-Filer,Machinery,1,Critical,Stressed,1
BRW_02693,Hardik Sule,Telangana,Food & Beverage,BR_09,LO_010,2023-10-28,7500000,16.05,12,662274,680658,1.028,728,1,75,Regular,Gold,0,Critical,Stressed,1
BRW_02694,Girik Murthy,Madhya Pradesh,Food & Beverage,BR_14,LO_034,2022-10-13,10000000,14.47,12,3322811,900084,0.271,804,5,120,Regular,Machinery,0,Critical,NPA,1
BRW_02695,Avni Bhakta,Karnataka,Food & Beverage,BR_13,LO_030,2022-09-13,2000000,14.47,48,239773,55125,0.23,726,0,90,Regular,Machinery,2,Critical,NPA,0
BRW_02696,Bina Ganesan,Haryana,Retail Trade,BR_19,LO_031,2022-04-27,5000000,12.49,24,1493030,236513,0.158,798,6,60,Regular,Machinery,0,Critical,Stressed,0
BRW_02697,Ekaraj Chakrabarti,Telangana,Food & Beverage,BR_16,LO_038,2022-01-27,1000000,15.09,12,302266,90300,0.299,744,5,0,Non-Filer,Property,2,Critical,Defaulted,1
BRW_02698,Raksha Iyer,Tamil Nadu,Food & Beverage,BR_19,LO_025,2024-01-24,1500000,15.61,48,407025,42211,0.104,642,0,90,Regular,Machinery,1,Critical,NPA,1
BRW_02699,Ethan Doshi,Tamil Nadu,Electronics,BR_17,LO_024,2022-07-10,10000000,14.84,24,1154407,484106,0.419,736,1,0,Regular,Unsecured,1,Amber,Active,0
BRW_02700,Anirudh Choudhry,West Bengal,Auto Parts,BR_05,LO_033,2023-05-27,500000,13.78,12,130098,44841,0.345,767,6,0,Regular,Gold,1,Critical,Defaulted,1
BRW_02701,Rishi Kala,Karnataka,Textile,BR_03,LO_009,2023-06-15,750000,16.55,18,240040,47337,0.197,799,1,120,Regular,Inventory,2,Critical,NPA,1
BRW_02702,Chakradev Sharaf,Telangana,Agri Processing,BR_01,LO_025,2023-02-01,2000000,12.02,36,389787,66447,0.17,741,0,45,Regular,Inventory,1,Critical,Stressed,1
BRW_02703,Ekapad D’Alia,Rajasthan,Electronics,BR_07,LO_020,2023-07-30,1000000,17.9,12,191649,91632,0.478,708,0,0,Regular,Property,1,Amber,Active,0
BRW_02704,Anamika Baria,Uttar Pradesh,Textile,BR_07,LO_017,2022-05-01,750000,11.64,36,149678,24781,0.166,627,0,0,Irregular,Property,2,Red,Active,0
BRW_02705,Sarthak Das,Haryana,Food & Beverage,BR_17,LO_006,2022-09-26,500000,18.24,12,51106,45897,0.898,668,5,45,Non-Filer,Property,1,Critical,Stressed,1
BRW_02706,Bishakha Garg,West Bengal,Auto Parts,BR_07,LO_036,2024-03-04,1000000,14.74,18,320846,62262,0.194,706,3,0,Regular,Property,0,Amber,Active,0
BRW_02707,Simon Dube,Punjab,Construction,BR_13,LO_020,2022-09-24,500000,14.39,36,157339,17183,0.109,728,2,75,Regular,Inventory,0,Critical,Stressed,1
BRW_02708,Anvi Barad,Uttar Pradesh,Auto Parts,BR_13,LO_026,2023-12-22,500000,13.3,48,174717,13488,0.077,741,5,15,Regular,Gold,0,Red,Defaulted,1
BRW_02709,Frado Choudhary,Punjab,Electronics,BR_10,LO_040,2023-04-02,500000,11.57,18,118999,30391,0.255,733,1,0,Irregular,Property,1,Amber,Defaulted,1
BRW_02710,Dipta Kadakia,Delhi,Food & Beverage,BR_20,LO_012,2022-08-08,7500000,13.42,36,2121163,254224,0.12,615,1,0,Regular,Property,1,Red,Defaulted,1
BRW_02711,Unnati Pandey,West Bengal,Auto Parts,BR_02,LO_007,2023-09-19,1000000,12.27,36,134721,33343,0.247,806,0,0,Non-Filer,Property,1,Red,Active,0
BRW_02712,Laksh Boase,Tamil Nadu,Chemicals,BR_06,LO_040,2022-10-20,500000,16.12,60,130116,12190,0.094,730,1,30,Regular,Property,1,Red,Stressed,1
BRW_02713,Robert Datta,Tamil Nadu,Auto Parts,BR_07,LO_030,2023-12-12,5000000,13.73,60,1277139,115642,0.091,660,1,60,Regular,Machinery,2,Critical,Stressed,1
BRW_02714,Daksh Dar,Rajasthan,Food & Beverage,BR_13,LO_022,2023-05-18,1000000,16.87,18,323326,63268,0.196,626,6,0,Regular,Property,0,Critical,Active,0
BRW_02715,Pratyush Nayak,Delhi,Retail Trade,BR_08,LO_029,2022-07-24,7500000,12.95,18,2282355,460682,0.202,813,3,30,Non-Filer,Property,2,Critical,Stressed,1
BRW_02716,Dev Devan,Madhya Pradesh,Chemicals,BR_13,LO_022,2022-05-06,1500000,17.8,18,500078,95565,0.191,783,3,45,Regular,Unsecured,2,Critical,Stressed,0
BRW_02717,Aadhya Verma,Punjab,Auto Parts,BR_11,LO_024,2022-05-19,1500000,15.16,24,471877,72844,0.154,751,2,75,Regular,Property,1,Critical,Stressed,0
BRW_02718,Panini Vaidya,Uttar Pradesh,Agri Processing,BR_10,LO_003,2024-05-23,2000000,12.3,48,629094,52962,0.084,727,1,45,Regular,Gold,0,Red,Stressed,1
BRW_02719,Fariq Srivastava,Uttar Pradesh,Agri Processing,BR_04,LO_024,2022-03-17,3000000,14.31,12,291615,269799,0.925,810,3,30,Regular,Inventory,0,Red,Stressed,0
BRW_02720,Yuvraj Konda,Rajasthan,Auto Parts,BR_10,LO_026,2023-04-08,5000000,12.95,60,1542048,113637,0.074,606,0,120,Regular,Property,0,Red,NPA,0
BRW_02721,Ishani Chawla,Telangana,Retail Trade,BR_17,LO_005,2022-06-26,1500000,12.9,36,366028,50468,0.138,813,5,0,Irregular,Gold,0,Red,Active,0
BRW_02722,Gunbir Venkatesh,Tamil Nadu,Construction,BR_08,LO_013,2024-01-01,7500000,15.04,60,1370400,178581,0.13,768,3,0,Non-Filer,Machinery,0,Red,Active,0
BRW_02723,Udyati Shetty,Haryana,Food & Beverage,BR_20,LO_037,2023-04-01,3000000,16.2,12,285776,272476,0.953,744,0,75,Non-Filer,Property,2,Critical,Stressed,1
BRW_02724,Ranbir Mander,Gujarat,Agri Processing,BR_05,LO_022,2022-03-31,500000,17.88,18,131485,31874,0.242,791,6,60,Regular,Property,0,Critical,Stressed,1
BRW_02725,Darika Natarajan,Rajasthan,Construction,BR_20,LO_034,2024-04-09,500000,15.02,60,84307,11900,0.141,631,0,120,Regular,Gold,0,Critical,NPA,1
BRW_02726,Dipta Chacko,Telangana,Auto Parts,BR_15,LO_039,2023-11-30,10000000,18.26,48,2062995,295110,0.143,654,2,75,Regular,Machinery,0,Red,Stressed,0
BRW_02727,Janya Bala,Rajasthan,Electronics,BR_10,LO_003,2024-05-15,3000000,18.09,48,792200,88266,0.111,671,3,60,Regular,Machinery,0,Red,Stressed,1
BRW_02728,Anay Bora,Telangana,Construction,BR_19,LO_032,2022-11-24,7500000,17.56,24,2446343,372838,0.152,641,5,0,Irregular,Property,0,Critical,Active,0
BRW_02729,Pratyush Sarna,Uttar Pradesh,Chemicals,BR_18,LO_024,2023-11-15,5000000,15.0,60,1514339,118949,0.079,645,1,30,Regular,Property,0,Red,Stressed,0
BRW_02730,Nikita Varghese,West Bengal,Textile,BR_12,LO_009,2022-12-22,3000000,12.49,18,604983,183629,0.304,731,4,30,Irregular,Gold,0,Red,Stressed,0
BRW_02731,Riya Kanda,Gujarat,Agri Processing,BR_02,LO_003,2023-12-28,1500000,13.03,36,277052,50562,0.183,659,6,60,Irregular,Gold,0,Critical,Stressed,1
BRW_02732,Gaurang Krishnan,Telangana,Auto Parts,BR_07,LO_022,2022-03-08,5000000,16.03,24,723702,244887,0.338,719,0,120,Regular,Machinery,0,Red,NPA,1
BRW_02733,Darpan Sinha,Punjab,Electronics,BR_11,LO_024,2023-07-18,10000000,14.45,18,1805552,621262,0.344,723,2,30,Irregular,Property,1,Red,Stressed,0
