borrower_id,borrower_name,state,sector,branch_id,loan_officer_id,disbursal_date,loan_amount,interest_rate,tenure_months,monthly_income,emi_amount,emi_to_income_ratio,credit_score,bounce_count_6m,dpd_current,gst_filing,collateral_type,prior_defaults,risk_category,loan_status,default,loan_age_months,credit_bucket,emi_stress_flag,high_bounce_flag,dpd_bucket,loan_size_cat,pd_score,predicted_risk
BRW_02635,Ekbal Kant,Tamil Nadu,Auto Parts,BR_06,LO_001,2022-06-20,1500000,17.45,48,239950.0,43632.0,0.182,727,4,15,Irregular,Property,2,Red,Active,0,30,Good,0,1,DPD 1-30,Medium,0.8283,Red
BRW_02636,Warinder Gulati,Gujarat,Retail Trade,BR_17,LO_036,2023-12-08,2000000,16.44,36,630297.0,70749.0,0.112,687,5,15,Non-Filer,Machinery,0,Critical,Active,0,13,Good,0,1,DPD 1-30,Medium,0.9157,Critical
BRW_02637,Upadhriti Kothari,Rajasthan,Agri Processing,BR_02,LO_005,2023-03-31,500000,13.53,24,42474.0,23895.0,0.563,738,6,90,Irregular,Gold,2,Critical,NPA,1,21,Good,1,1,DPD 61-90,Small,0.9726,Critical
BRW_02638,Lopa Ramaswamy,Karnataka,Auto Parts,BR_07,LO_005,2022-12-26,500000,12.66,18,113609.0,30644.0,0.27,647,1,30,Regular,Unsecured,0,Amber,Stressed,0,24,Fair,0,0,DPD 1-30,Small,0.4176,Green
BRW_02639,Hemang Koshy,Maharashtra,Retail Trade,BR_06,LO_002,2023-04-03,1000000,17.95,18,276512.0,63781.0,0.231,797,4,90,Regular,Gold,0,Red,NPA,0,21,Excellent,0,1,DPD 61-90,Small,0.4895,Green
BRW_02640,Samesh Kar,Gujarat,Food & Beverage,BR_14,LO_011,2022-02-13,1000000,14.46,18,247901.0,62130.0,0.251,591,3,15,Regular,Property,2,Critical,Active,0,35,Poor,0,1,DPD 1-30,Small,0.9245,Critical
BRW_02641,Bhavna Jani,Telangana,Chemicals,BR_17,LO_035,2024-01-15,7500000,13.45,24,2140077.0,358150.0,0.167,729,5,0,Regular,Gold,0,Red,Active,0,11,Good,0,1,Current,Enterprise,0.538,Amber
BRW_02642,Ekaja Sachdeva,Tamil Nadu,Food & Beverage,BR_18,LO_030,2024-06-09,10000000,14.8,60,2759367.0,236850.0,0.086,708,1,0,Non-Filer,Unsecured,0,Amber,Active,0,6,Good,0,0,Current,Enterprise,0.5451,Amber
BRW_02643,Udarsh Deo,Maharashtra,Construction,BR_06,LO_032,2022-12-28,500000,17.92,12,133424.0,45820.0,0.343,705,6,30,Regular,Property,0,Critical,Stressed,1,24,Good,0,1,DPD 1-30,Small,0.887,Critical
BRW_02644,Maya Varughese,Gujarat,Textile,BR_12,LO_008,2023-09-22,750000,14.21,24,226361.0,36084.0,0.159,580,0,0,Irregular,Machinery,0,Red,Active,0,15,Poor,0,0,Current,Small,0.4614,Green
BRW_02645,Peter Chana,Tamil Nadu,Construction,BR_06,LO_002,2023-03-22,750000,15.44,18,190752.0,46944.0,0.246,710,5,0,Irregular,Machinery,0,Critical,Active,0,21,Good,0,1,Current,Small,0.9461,Critical
BRW_02646,Manya Bera,Gujarat,Agri Processing,BR_14,LO_036,2022-10-09,1500000,17.12,18,282979.0,95080.0,0.336,696,4,0,Irregular,Property,0,Critical,Active,0,27,Good,0,1,Current,Medium,0.9166,Critical
BRW_02647,Qushi Kapur,Rajasthan,Auto Parts,BR_13,LO_039,2023-10-17,750000,14.49,18,155561.0,46608.0,0.3,783,3,90,Regular,Machinery,0,Amber,NPA,0,14,Excellent,0,1,DPD 61-90,Small,0.59,Amber
BRW_02648,Ira Sharma,Rajasthan,Agri Processing,BR_09,LO_025,2024-03-21,5000000,13.13,60,1367578.0,114098.0,0.083,728,0,0,Irregular,Unsecured,1,Red,Active,0,9,Good,0,0,Current,Large,0.4873,Green
BRW_02649,Aadhya Raghavan,Delhi,Chemicals,BR_18,LO_019,2022-02-28,10000000,18.46,36,3166026.0,363835.0,0.115,592,0,0,Regular,Gold,0,Critical,Active,0,34,Poor,0,0,Current,Enterprise,0.3243,Green
BRW_02650,Aarav Memon,Madhya Pradesh,Retail Trade,BR_10,LO_007,2022-03-18,5000000,18.2,12,767495.0,458876.0,0.598,768,5,0,Irregular,Unsecured,1,Critical,Active,0,34,Excellent,1,1,Current,Large,0.8383,Red
BRW_02651,Zaitra Gala,Gujarat,Food & Beverage,BR_10,LO_040,2023-11-19,3000000,17.4,24,517082.0,148904.0,0.288,720,1,0,Regular,Machinery,0,Amber,Active,0,13,Good,0,0,Current,Medium,0.2048,Green
BRW_02652,Upkaar Swaminathan,Maharashtra,Construction,BR_14,LO_014,2023-10-15,500000,16.32,18,165649.0,31503.0,0.19,684,0,0,Non-Filer,Machinery,2,Critical,Defaulted,1,14,Good,0,0,Current,Small,0.8829,Critical
BRW_02653,Christopher Saraf,Tamil Nadu,Electronics,BR_09,LO_004,2023-02-20,10000000,13.56,48,2361981.0,271062.0,0.115,789,5,0,Regular,Inventory,1,Red,Active,0,22,Excellent,0,1,Current,Enterprise,0.343,Green
BRW_02654,Bishakha Karan,Rajasthan,Construction,BR_09,LO_033,2023-01-08,2000000,17.89,12,256639.0,183255.0,0.714,740,0,0,Regular,Machinery,2,Critical,Active,0,24,Good,1,0,Current,Medium,0.9232,Critical
BRW_02655,Eesha Sarma,Delhi,Chemicals,BR_09,LO_037,2023-06-10,2000000,13.43,48,518395.0,54082.0,0.104,713,4,30,Regular,Property,2,Critical,Stressed,1,19,Good,0,1,DPD 1-30,Medium,0.6412,Amber
BRW_02656,Diya Cherian,Karnataka,Construction,BR_03,LO_030,2024-03-31,3000000,17.11,12,1042517.0,273770.0,0.263,604,1,0,Irregular,Inventory,0,Critical,Active,0,9,Poor,0,0,Current,Medium,0.6046,Amber
BRW_02657,Anusha Bal,Uttar Pradesh,Chemicals,BR_09,LO_020,2024-02-07,10000000,17.93,18,3023324.0,637724.0,0.211,730,2,30,Irregular,Property,0,Critical,Stressed,0,10,Good,0,0,DPD 1-30,Enterprise,0.6985,Amber
BRW_02658,Tripti Luthra,Gujarat,Electronics,BR_13,LO_014,2023-11-27,7500000,15.72,12,2110125.0,679488.0,0.322,667,0,45,Regular,Property,0,Green,Stressed,0,13,Fair,0,0,DPD 31-60,Enterprise,0.2906,Green
BRW_02659,Ishita Parmar,Rajasthan,Agri Processing,BR_10,LO_027,2022-06-13,7500000,17.12,12,1021294.0,684462.0,0.67,680,0,0,Regular,Property,1,Red,Active,0,31,Fair,1,0,Current,Enterprise,0.5789,Amber
BRW_02660,Umang Johal,Haryana,Food & Beverage,BR_03,LO_013,2022-02-01,7500000,17.04,18,2374183.0,475118.0,0.2,605,3,15,Regular,Unsecured,0,Red,Active,0,35,Poor,0,1,DPD 1-30,Enterprise,0.4359,Green
BRW_02661,Ekaja Kuruvilla,Karnataka,Auto Parts,BR_20,LO_007,2022-05-27,500000,12.85,60,110981.0,11338.0,0.102,711,0,0,Regular,Property,1,Amber,Active,0,31,Good,0,0,Current,Small,0.3635,Green
BRW_02662,Ekaja Singhal,Haryana,Retail Trade,BR_04,LO_018,2024-05-19,500000,16.18,48,160054.0,14216.0,0.089,681,1,60,Regular,Machinery,0,Red,Stressed,0,7,Good,0,0,DPD 31-60,Small,0.5711,Amber
BRW_02663,Brinda Ramachandran,Rajasthan,Auto Parts,BR_14,LO_038,2023-09-15,7500000,12.15,60,1267901.0,167402.0,0.132,742,5,0,Regular,Unsecured,0,Red,Active,0,15,Excellent,0,1,Current,Enterprise,0.7439,Red
BRW_02664,David Behl,Delhi,Agri Processing,BR_13,LO_039,2023-11-26,2000000,15.05,48,193507.0,55712.0,0.288,782,1,15,Irregular,Machinery,0,Amber,Active,0,13,Excellent,0,0,DPD 1-30,Medium,0.3162,Green
BRW_02665,Arya Devan,Delhi,Retail Trade,BR_20,LO_009,2024-03-11,10000000,12.64,36,2085135.0,335208.0,0.161,679,0,0,Regular,Property,1,Critical,Defaulted,1,9,Fair,0,0,Current,Enterprise,0.6948,Amber
BRW_02666,Nisha Karan,Punjab,Construction,BR_07,LO_023,2023-03-25,750000,14.41,48,114642.0,20649.0,0.18,604,2,0,Non-Filer,Machinery,0,Critical,Active,0,21,Poor,0,0,Current,Small,0.8929,Critical
BRW_02667,Bahadurjit Lad,Karnataka,Electronics,BR_07,LO_031,2022-02-05,10000000,17.33,48,2731119.0,290260.0,0.106,727,3,0,Regular,Property,0,Red,Active,0,35,Good,0,1,Current,Enterprise,0.8958,Critical
BRW_02668,Oscar Kibe,Karnataka,Electronics,BR_06,LO_002,2022-05-10,7500000,18.41,12,2538140.0,689064.0,0.271,580,6,15,Irregular,Property,2,Critical,Active,0,32,Poor,0,1,DPD 1-30,Enterprise,0.961,Critical
BRW_02669,Osha Pathak,Madhya Pradesh,Textile,BR_08,LO_040,2022-03-10,10000000,13.73,36,2665630.0,340466.0,0.128,673,6,15,Irregular,Gold,1,Critical,Active,0,34,Fair,0,1,DPD 1-30,Enterprise,0.8289,Red
BRW_02670,Parth Shah,Gujarat,Agri Processing,BR_06,LO_038,2022-08-30,1500000,15.22,18,479208.0,93732.0,0.196,647,4,0,Regular,Property,2,Critical,Active,0,28,Fair,0,1,Current,Medium,0.841,Red
BRW_02671,Edhitha Sethi,Delhi,Agri Processing,BR_04,LO_039,2024-03-08,500000,15.08,18,101158.0,31211.0,0.309,602,0,0,Regular,Inventory,0,Amber,Active,0,9,Poor,0,0,Current,Small,0.6483,Amber
BRW_02672,Vincent Rajagopal,Punjab,Food & Beverage,BR_05,LO_005,2023-10-23,500000,18.18,24,144171.0,25005.0,0.173,806,1,0,Regular,Machinery,0,Red,Active,0,14,Excellent,0,0,Current,Small,0.698,Amber
BRW_02673,Raghav Mohan,West Bengal,Auto Parts,BR_18,LO_023,2023-01-11,2000000,14.85,36,615243.0,69183.0,0.112,685,6,15,Regular,Property,0,Critical,Active,0,24,Good,0,1,DPD 1-30,Medium,0.9617,Critical
BRW_02674,Hemani Vyas,Karnataka,Agri Processing,BR_02,LO_032,2023-01-06,750000,16.39,12,203952.0,68186.0,0.334,729,1,0,Regular,Machinery,0,Amber,Active,0,24,Good,0,0,Current,Small,0.547,Amber
BRW_02675,Aadhya Dhar,Telangana,Agri Processing,BR_14,LO_039,2023-01-28,7500000,17.95,24,1628249.0,374249.0,0.23,674,0,60,Regular,Property,0,Amber,Stressed,0,23,Fair,0,0,DPD 31-60,Enterprise,0.3473,Green
BRW_02676,Eshana Gola,Karnataka,Construction,BR_14,LO_016,2023-08-04,2000000,14.11,24,497967.0,96129.0,0.193,641,3,0,Regular,Property,1,Critical,Active,0,17,Fair,0,1,Current,Medium,0.9557,Critical
BRW_02677,Yatin Tak,Karnataka,Construction,BR_05,LO_011,2022-02-03,2000000,17.81,18,538273.0,127430.0,0.237,708,1,0,Regular,Machinery,0,Critical,Active,0,35,Good,0,0,Current,Medium,0.8871,Critical
BRW_02678,Ojasvi Kakar,Rajasthan,Retail Trade,BR_11,LO_014,2023-09-12,750000,17.92,48,111249.0,21999.0,0.198,766,1,0,Regular,Property,1,Red,Active,0,15,Excellent,0,0,Current,Small,0.5313,Amber
BRW_02679,Gautam Baral,Karnataka,Chemicals,BR_20,LO_003,2022-06-07,5000000,18.01,12,1492932.0,458423.0,0.307,647,4,0,Regular,Inventory,2,Critical,Active,0,31,Fair,0,1,Current,Large,0.6939,Amber
BRW_02680,Chakradhar Dyal,Madhya Pradesh,Chemicals,BR_03,LO_008,2023-11-27,7500000,13.39,36,2524407.0,254115.0,0.101,726,2,0,Regular,Property,2,Critical,Active,0,13,Good,0,0,Current,Enterprise,0.7783,Red
BRW_02681,Samarth Thakkar,Rajasthan,Textile,BR_16,LO_015,2023-04-06,500000,14.3,24,102807.0,24077.0,0.234,609,2,0,Irregular,Machinery,1,Critical,Active,0,21,Poor,0,0,Current,Small,0.8995,Critical
BRW_02682,Bhavini Krish,Madhya Pradesh,Chemicals,BR_20,LO_009,2023-01-15,750000,17.59,12,201966.0,68613.0,0.34,708,5,45,Irregular,Inventory,2,Critical,Stressed,0,23,Good,0,1,DPD 31-60,Small,0.7666,Red
BRW_02683,Jason Dube,Karnataka,Food & Beverage,BR_08,LO_016,2023-01-16,1500000,14.01,18,418495.0,92879.0,0.222,627,1,0,Non-Filer,Machinery,2,Critical,Active,0,23,Fair,0,0,Current,Medium,0.9628,Critical
BRW_02684,Chameli Kala,Maharashtra,Textile,BR_20,LO_026,2023-03-31,2000000,15.7,24,517613.0,97639.0,0.189,598,5,0,Regular,Unsecured,0,Critical,Active,0,21,Poor,0,1,Current,Medium,0.836,Red
BRW_02685,Ekansh Hari,Punjab,Retail Trade,BR_15,LO_032,2024-02-21,750000,12.33,24,170790.0,35420.0,0.207,706,0,0,Regular,Inventory,1,Critical,Active,0,10,Good,0,0,Current,Small,0.8862,Critical
BRW_02686,Mitesh Dhawan,Gujarat,Construction,BR_14,LO_018,2022-03-20,500000,11.89,60,159022.0,11094.0,0.07,759,5,0,Regular,Unsecured,1,Critical,Active,0,33,Excellent,0,1,Current,Small,0.5699,Amber
BRW_02687,Libni Sinha,Karnataka,Chemicals,BR_14,LO_008,2023-08-11,10000000,14.38,18,2012102.0,620933.0,0.309,792,0,0,Regular,Property,0,Red,Active,0,16,Excellent,0,0,Current,Enterprise,0.7183,Amber
BRW_02688,Radha Reddy,West Bengal,Auto Parts,BR_08,LO_039,2022-05-21,500000,15.55,60,48248.0,12039.0,0.25,729,3,0,Irregular,Unsecured,0,Critical,Active,0,31,Good,0,1,Current,Small,0.8643,Red
BRW_02689,Isaiah Chokshi,Madhya Pradesh,Construction,BR_01,LO_032,2023-06-27,1500000,14.25,18,462045.0,93048.0,0.201,629,2,0,Regular,Inventory,0,Red,Active,0,18,Fair,0,0,Current,Medium,0.826,Red
BRW_02690,Azad Divan,Tamil Nadu,Electronics,BR_16,LO_010,2023-01-11,750000,15.54,18,196481.0,46979.0,0.239,773,3,0,Irregular,Inventory,0,Amber,Active,0,24,Excellent,0,1,Current,Small,0.5772,Amber
BRW_02691,Kritika Oza,Rajasthan,Food & Beverage,BR_12,LO_012,2023-02-12,1500000,15.11,60,463949.0,35771.0,0.077,713,5,0,Irregular,Unsecured,0,Critical,Defaulted,1,22,Good,0,1,Current,Medium,0.864,Red
BRW_02692,Damini Sahni,Uttar Pradesh,Construction,BR_14,LO_012,2022-11-18,7500000,16.3,12,880558.0,681546.0,0.774,771,6,0,Non-Filer,Machinery,1,Critical,Active,0,25,Excellent,1,1,Current,Enterprise,0.9522,Critical
BRW_02693,Hardik Sule,Telangana,Food & Beverage,BR_09,LO_010,2023-10-28,7500000,16.05,12,662274.0,680658.0,1.028,728,1,0,Regular,Gold,0,Critical,Defaulted,1,14,Good,1,0,Current,Enterprise,0.7136,Amber
BRW_02694,Girik Murthy,Madhya Pradesh,Food & Beverage,BR_14,LO_034,2022-10-13,10000000,14.47,12,3237882.56,897215.7600000001,0.271,804,5,0,Regular,Machinery,0,Critical,Active,0,27,Excellent,0,1,Current,Enterprise,0.8529,Red
BRW_02695,Avni Bhakta,Karnataka,Food & Beverage,BR_13,LO_030,2022-09-13,2000000,14.47,48,239773.0,55125.0,0.23,726,0,90,Regular,Machinery,2,Critical,NPA,0,28,Good,0,0,DPD 61-90,Medium,0.8509,Red
BRW_02696,Bina Ganesan,Haryana,Retail Trade,BR_19,LO_031,2022-04-27,5000000,12.49,24,1493030.0,236513.0,0.158,798,6,0,Regular,Machinery,0,Critical,Active,0,32,Excellent,0,1,Current,Large,0.696,Amber
BRW_02697,Ekaraj Chakrabarti,Telangana,Food & Beverage,BR_16,LO_038,2022-01-27,1000000,15.09,12,302266.0,90300.0,0.299,744,5,15,Non-Filer,Property,2,Critical,Defaulted,1,35,Excellent,0,1,DPD 1-30,Small,0.868,Critical
BRW_02698,Raksha Iyer,Tamil Nadu,Food & Beverage,BR_19,LO_025,2024-01-24,1500000,15.61,48,407025.0,42211.0,0.104,642,0,0,Regular,Machinery,1,Critical,Defaulted,1,11,Fair,0,0,Current,Medium,0.928,Critical
BRW_02699,Ethan Doshi,Tamil Nadu,Electronics,BR_17,LO_024,2022-07-10,10000000,14.84,24,1154407.0,484106.0,0.419,736,1,30,Regular,Unsecured,1,Amber,Stressed,0,30,Good,0,0,DPD 1-30,Enterprise,0.2866,Green
BRW_02700,Anirudh Choudhry,West Bengal,Auto Parts,BR_05,LO_033,2023-05-27,500000,13.78,12,130098.0,44841.0,0.345,767,6,30,Regular,Gold,1,Critical,Stressed,1,19,Excellent,0,1,DPD 1-30,Small,0.6909,Amber
BRW_02701,Rishi Kala,Karnataka,Textile,BR_03,LO_009,2023-06-15,750000,16.55,18,240040.0,47337.0,0.197,799,1,0,Regular,Inventory,2,Critical,Active,0,18,Excellent,0,0,Current,Small,0.8433,Red
BRW_02702,Chakradev Sharaf,Telangana,Agri Processing,BR_01,LO_025,2023-02-01,2000000,12.02,36,389787.0,66447.0,0.17,741,0,90,Regular,Inventory,1,Critical,NPA,1,23,Excellent,0,0,DPD 61-90,Medium,0.7893,Red
BRW_02703,Ekapad D’Alia,Rajasthan,Electronics,BR_07,LO_020,2023-07-30,1000000,17.9,12,191649.0,91632.0,0.478,708,0,0,Regular,Property,1,Amber,Active,0,17,Good,0,0,Current,Small,0.375,Green
BRW_02704,Anamika Baria,Uttar Pradesh,Textile,BR_07,LO_017,2022-05-01,750000,11.64,36,149678.0,24781.0,0.166,627,0,0,Irregular,Property,2,Red,Active,0,32,Fair,0,0,Current,Small,0.6753,Amber
BRW_02705,Sarthak Das,Haryana,Food & Beverage,BR_17,LO_006,2022-09-26,500000,18.24,12,51106.0,45897.0,0.898,668,5,30,Non-Filer,Property,1,Critical,Stressed,1,27,Fair,1,1,DPD 1-30,Small,0.8245,Red
BRW_02706,Bishakha Garg,West Bengal,Auto Parts,BR_07,LO_036,2024-03-04,1000000,14.74,18,320846.0,62262.0,0.194,706,3,30,Regular,Property,0,Amber,Stressed,0,10,Good,0,1,DPD 1-30,Small,0.5059,Amber
BRW_02707,Simon Dube,Punjab,Construction,BR_13,LO_020,2022-09-24,500000,14.39,36,157339.0,17183.0,0.109,728,2,0,Regular,Inventory,0,Critical,Defaulted,1,27,Good,0,0,Current,Small,0.8557,Red
BRW_02708,Anvi Barad,Uttar Pradesh,Auto Parts,BR_13,LO_026,2023-12-22,500000,13.3,48,174717.0,13488.0,0.077,741,5,0,Regular,Gold,0,Red,Defaulted,1,12,Excellent,0,1,Current,Small,0.775,Red
BRW_02709,Frado Choudhary,Punjab,Electronics,BR_10,LO_040,2023-04-02,500000,11.57,18,118999.0,30391.0,0.255,733,1,0,Irregular,Property,1,Amber,Defaulted,1,21,Good,0,0,Current,Small,0.888,Critical
BRW_02710,Dipta Kadakia,Delhi,Food & Beverage,BR_20,LO_012,2022-08-08,7500000,13.42,36,2121163.0,254224.0,0.12,615,1,0,Regular,Property,1,Red,Active,0,29,Poor,0,0,Current,Enterprise,0.6559,Amber
BRW_02711,Unnati Pandey,West Bengal,Auto Parts,BR_02,LO_007,2023-09-19,1000000,12.27,36,134721.0,33343.0,0.247,806,0,30,Non-Filer,Property,1,Red,Stressed,0,15,Excellent,0,0,DPD 1-30,Small,0.4709,Green
BRW_02712,Laksh Boase,Tamil Nadu,Chemicals,BR_06,LO_040,2022-10-20,500000,16.12,60,130116.0,12190.0,0.094,730,1,0,Regular,Property,1,Red,Active,0,26,Good,0,0,Current,Small,0.6005,Amber
BRW_02713,Robert Datta,Tamil Nadu,Auto Parts,BR_07,LO_030,2023-12-12,5000000,13.73,60,1277139.0,115642.0,0.091,660,1,0,Regular,Machinery,2,Critical,Active,0,12,Fair,0,0,Current,Large,0.7989,Red
BRW_02714,Daksh Dar,Rajasthan,Food & Beverage,BR_13,LO_022,2023-05-18,1000000,16.87,18,323326.0,63268.0,0.196,626,6,0,Regular,Property,0,Critical,Active,0,19,Fair,0,1,Current,Small,0.5464,Amber
BRW_02715,Pratyush Nayak,Delhi,Retail Trade,BR_08,LO_029,2022-07-24,7500000,12.95,18,2282355.0,460682.0,0.202,813,3,0,Non-Filer,Property,2,Critical,Defaulted,1,29,Excellent,0,1,Current,Enterprise,0.7573,Red
BRW_02716,Dev Devan,Madhya Pradesh,Chemicals,BR_13,LO_022,2022-05-06,1500000,17.8,18,500078.0,95565.0,0.191,783,3,0,Regular,Unsecured,2,Critical,Active,0,32,Excellent,0,1,Current,Medium,0.8771,Critical
BRW_02717,Aadhya Verma,Punjab,Auto Parts,BR_11,LO_024,2022-05-19,1500000,15.16,24,471877.0,72844.0,0.154,751,2,0,Regular,Property,1,Critical,Active,0,31,Excellent,0,0,Current,Medium,0.8321,Red
BRW_02718,Panini Vaidya,Uttar Pradesh,Agri Processing,BR_10,LO_003,2024-05-23,2000000,12.3,48,629094.0,52962.0,0.084,727,1,90,Regular,Gold,0,Red,NPA,1,7,Good,0,0,DPD 61-90,Medium,0.8558,Red
BRW_02719,Fariq Srivastava,Uttar Pradesh,Agri Processing,BR_04,LO_024,2022-03-17,3000000,14.31,12,291615.0,269799.0,0.925,810,3,45,Regular,Inventory,0,Red,Stressed,0,34,Excellent,1,1,DPD 31-60,Medium,0.5047,Amber
BRW_02720,Yuvraj Konda,Rajasthan,Auto Parts,BR_10,LO_026,2023-04-08,5000000,12.95,60,1542048.0,113637.0,0.074,606,0,0,Regular,Property,0,Red,Active,0,21,Poor,0,0,Current,Large,0.4539,Green
BRW_02721,Ishani Chawla,Telangana,Retail Trade,BR_17,LO_005,2022-06-26,1500000,12.9,36,366028.0,50468.0,0.138,813,5,60,Irregular,Gold,0,Red,Stressed,0,30,Excellent,0,1,DPD 31-60,Medium,0.6461,Amber
BRW_02722,Gunbir Venkatesh,Tamil Nadu,Construction,BR_08,LO_013,2024-01-01,7500000,15.04,60,1370400.0,178581.0,0.13,768,3,30,Non-Filer,Machinery,0,Red,Stressed,0,12,Excellent,0,1,DPD 1-30,Enterprise,0.6361,Amber
BRW_02723,Udyati Shetty,Haryana,Food & Beverage,BR_20,LO_037,2023-04-01,3000000,16.2,12,285776.0,272476.0,0.953,744,0,30,Non-Filer,Property,2,Critical,Stressed,1,21,Excellent,1,0,DPD 1-30,Medium,0.8875,Critical
BRW_02724,Ranbir Mander,Gujarat,Agri Processing,BR_05,LO_022,2022-03-31,500000,17.88,18,131485.0,31874.0,0.242,791,6,0,Regular,Property,0,Critical,Active,0,33,Excellent,0,1,Current,Small,0.95,Critical
BRW_02725,Darika Natarajan,Rajasthan,Construction,BR_20,LO_034,2024-04-09,500000,15.02,60,84307.0,11900.0,0.141,631,0,0,Regular,Gold,0,Critical,Active,0,8,Fair,0,0,Current,Small,0.7332,Amber
BRW_02726,Dipta Chacko,Telangana,Auto Parts,BR_15,LO_039,2023-11-30,10000000,18.26,48,2062995.0,295110.0,0.143,654,2,0,Regular,Machinery,0,Red,Active,0,13,Fair,0,0,Current,Enterprise,0.6813,Amber
BRW_02727,Janya Bala,Rajasthan,Electronics,BR_10,LO_003,2024-05-15,3000000,18.09,48,792200.0,88266.0,0.111,671,3,0,Regular,Machinery,0,Red,Defaulted,1,7,Fair,0,1,Current,Medium,0.8168,Red
BRW_02728,Anay Bora,Telangana,Construction,BR_19,LO_032,2022-11-24,7500000,17.56,24,2446343.0,372838.0,0.152,641,5,0,Irregular,Property,0,Critical,Active,0,25,Fair,0,1,Current,Enterprise,0.8579,Red
BRW_02729,Pratyush Sarna,Uttar Pradesh,Chemicals,BR_18,LO_024,2023-11-15,5000000,15.0,60,1514339.0,118949.0,0.079,645,1,0,Regular,Property,0,Red,Active,0,13,Fair,0,0,Current,Large,0.639,Amber
BRW_02730,Nikita Varghese,West Bengal,Textile,BR_12,LO_009,2022-12-22,3000000,12.49,18,604983.0,183629.0,0.304,731,4,0,Irregular,Gold,0,Red,Active,0,24,Good,0,1,Current,Medium,0.318,Green
BRW_02731,Riya Kanda,Gujarat,Agri Processing,BR_02,LO_003,2023-12-28,1500000,13.03,36,277052.0,50562.0,0.183,659,6,15,Irregular,Gold,0,Critical,Active,0,12,Fair,0,1,DPD 1-30,Medium,0.9043,Critical
BRW_02732,Gaurang Krishnan,Telangana,Auto Parts,BR_07,LO_022,2022-03-08,5000000,16.03,24,723702.0,244887.0,0.338,719,0,0,Regular,Machinery,0,Red,Active,0,34,Good,0,0,Current,Large,0.7124,Amber
BRW_02733,Darpan Sinha,Punjab,Electronics,BR_11,LO_024,2023-07-18,10000000,14.45,18,1805552.0,621262.0,0.344,723,2,0,Irregular,Property,1,Red,Active,0,17,Good,0,0,Current,Enterprise,0.4741,Green
BRW_02734,Logan Sethi,Gujarat,Food & Beverage,BR_15,LO_038,2023-07-10,5000000,12.53,24,549912.0,236606.0,0.43,743,1,90,Regular,Unsecured,0,Red,NPA,0,18,Excellent,0,0,DPD 61-90,Large,0.4378,Green
BRW_02735,Jalsa Palla,Uttar Pradesh,Electronics,BR_12,LO_010,2022-10-25,500000,14.85,60,171099.0,11855.0,0.069,709,4,75,Regular,Inventory,0,Amber,Stressed,0,26,Good,0,1,DPD 61-90,Small,0.1402,Green
BRW_02736,Deepa Salvi,Karnataka,Retail Trade,BR_10,LO_035,2022-11-04,10000000,11.62,12,2349577.0,886711.0,0.377,796,5,30,Regular,Gold,0,Critical,Stressed,0,26,Excellent,0,1,DPD 1-30,Enterprise,0.4528,Green
BRW_02737,Bhavika Chhabra,West Bengal,Chemicals,BR_13,LO_020,2024-05-21,1500000,16.64,60,171761.0,36989.0,0.215,769,0,120,Non-Filer,Property,0,Amber,NPA,0,7,Excellent,0,0,DPD 90+,Medium,0.2278,Green
BRW_02738,Hema Tata,Delhi,Auto Parts,BR_02,LO_012,2022-06-11,1000000,12.02,18,175257.0,60991.0,0.348,643,3,0,Regular,Machinery,0,Critical,Active,0,31,Fair,0,1,Current,Small,0.6314,Amber
BRW_02739,Ladli Raval,Haryana,Food & Beverage,BR_15,LO_012,2023-12-30,1500000,15.9,36,341550.0,52661.0,0.154,608,3,90,Irregular,Unsecured,1,Critical,NPA,1,12,Poor,0,1,DPD 61-90,Medium,0.869,Critical
BRW_02740,Mitali Rout,Telangana,Retail Trade,BR_08,LO_017,2023-12-28,1500000,17.05,36,335818.0,53516.0,0.159,799,4,0,Irregular,Property,1,Red,Active,0,12,Excellent,0,1,Current,Medium,0.6735,Amber
BRW_02741,Wahab Kalla,Punjab,Retail Trade,BR_06,LO_004,2023-12-19,750000,12.43,18,67189.0,45886.0,0.683,781,1,0,Irregular,Inventory,0,Amber,Active,0,12,Excellent,1,0,Current,Small,0.4368,Green
BRW_02742,Falan Mahajan,Delhi,Auto Parts,BR_04,LO_008,2023-10-16,500000,15.13,24,168363.0,24274.0,0.144,816,0,0,Irregular,Inventory,0,Red,Active,0,14,Excellent,0,0,Current,Small,0.3209,Green
BRW_02743,Rohan Chacko,Maharashtra,Chemicals,BR_08,LO_007,2022-06-28,500000,16.95,48,77175.0,14414.0,0.187,666,0,0,Regular,Property,0,Red,Active,0,30,Fair,0,0,Current,Small,0.6781,Amber
BRW_02744,Yug Pillay,Madhya Pradesh,Construction,BR_20,LO_018,2024-03-23,7500000,13.32,18,632773.0,461977.0,0.73,675,1,0,Irregular,Gold,0,Critical,Active,0,9,Fair,1,0,Current,Enterprise,0.7739,Red
BRW_02745,Andrew Bajwa,Tamil Nadu,Construction,BR_05,LO_026,2023-01-06,750000,12.64,60,75479.0,16926.0,0.224,610,0,0,Regular,Property,0,Critical,Active,0,24,Poor,0,0,Current,Small,0.756,Red
BRW_02746,Qasim Mann,Maharashtra,Retail Trade,BR_20,LO_031,2023-06-05,2000000,13.86,36,473305.0,68219.0,0.144,662,0,30,Regular,Inventory,1,Amber,Stressed,0,19,Fair,0,0,DPD 1-30,Medium,0.4511,Green
